timestamp,userId,nick,twitter,dob,country
2012-12-17 03:25:44,1,SmMidAFgJzx,@fFMbCs,1980-12-02,KM
2012-12-17 10:26:51,248,WZNyqQVt,@ZFR5sV1H,1975-09-09,AT
2012-12-17 15:48:30,2309,lKrCD6A3bw,@dQYxh,1995-08-17,KR
2012-12-17 16:39:02,1553,Ajq8kV,@zx2RE,1951-09-13,TH
2012-12-18 12:06:53,136,jgcrDN1fHs,@4NpKWRD,1957-11-26,CD
2012-12-18 15:14:46,1035,rQMM4hd,@QIUzktT,1958-09-09,MK
2012-12-19 02:55:38,471,Xqs8KSkOG,@7RRZxg6w,1982-09-07,OM
2012-12-21 03:22:36,427,7eEA6x0,@AQTltdy5,1977-02-27,TV
2012-12-21 12:12:23,2276,csHEBD2Vh,@ONAKQ,1982-07-05,CK
2012-12-21 15:06:32,1392,3p1FaDf,@vhoc1SKXc,1970-12-27,JP
2012-12-22 09:46:23,15,VabUSB,@uLtePAW,1982-12-05,MM
2012-12-22 12:54:45,128,9Az098tOZuB,@R7LX6h,1994-06-05,EE
2012-12-22 23:44:12,1166,qN4Msj,@2LnUqmL,1979-11-03,BB
2012-12-23 12:46:44,1710,DdXoJsJZJS,@3WTMkl8Yn,1981-05-31,SD
2012-12-23 17:09:37,139,zYF9N7F,@vFcyU,1957-02-23,SC
2012-12-23 21:17:43,1393,SjDG4tn,@QjI2g3eB,1977-12-10,GP
2012-12-24 23:13:25,1674,2C9HgfE,@85KYASysM,1993-07-30,CH
2012-12-24 23:24:31,271,J2rOP4ad5,@lsmHn3rX,1991-01-14,CN
2012-12-26 10:08:19,339,ugYjCZnQpj,@VxRBeo,1990-04-26,AM
2012-12-27 14:15:25,1336,w5mc0iUqA,@xzgWx,1980-09-17,NP
2012-12-27 16:31:30,1863,m8JxfgGVHU,@CbL38wSsz,1988-05-01,PK
2012-12-28 05:03:50,2062,I1cVJv,@pG5sBu,1987-06-11,UZ
2012-12-28 12:43:22,1692,seEznE2bJg2,@xW5JR,1994-12-26,LY
2012-12-28 23:02:43,2323,hbSDmS,@nUeKY30l4,1962-07-29,DO
2012-12-29 07:56:36,477,A3uziAAcvj,@XEGdNe,1992-01-13,RE
2012-12-29 09:48:02,2106,Lj2H3wp,@ybC8Lt,1983-07-18,TT
2012-12-29 19:25:48,74,9yPmdphs,@139ppDuJy,1946-07-23,GN
2012-12-30 03:39:35,1892,1yJmbXnH,@Gq4lHc,1994-02-16,AD
2012-12-30 10:44:22,1308,BXc9j45,@0AkGCty2T,1991-01-02,CL
2012-12-30 17:31:32,31,pbs32ACa,@uU3YWMPQ,1972-07-28,SG
2012-12-31 18:44:01,1160,QZLzKozNv9I,@E9Efx,1952-12-27,BM
2012-12-31 21:44:35,1211,2ITn0Dh,@g8flhZ8,1970-10-23,AS
2013-01-01 03:06:02,1651,wmiZrsuQVhD,@xlwCf,1961-11-11,DK
2013-01-01 20:07:57,1292,6YzAgF,@zh59a,1969-02-16,AT
2013-01-02 06:08:32,1590,MqPggxKgj,@uoPrCf1iz,1977-01-11,GB
2013-01-03 17:27:58,1842,2WK8SaLJQsb,@xOMfSVc,1980-09-12,AG
2013-01-05 02:04:39,862,onYRUkkN,@pj8h4W,1976-05-25,CL
2013-01-05 02:09:07,482,UMhfI4zG,@30bthi5m,1986-12-09,NU
2013-01-07 00:46:57,116,LXoSjeI4VUS,@hkJuDQY,1962-10-06,MT
2013-01-07 09:21:49,1143,0AJIlL9uP,@GaBRX3H7,1981-06-14,SH
2013-01-07 16:10:00,889,VVDXvi2Aw,@v6wI7a7XB,1989-11-24,UA
2013-01-07 20:35:19,22,YQ8pKeB0gT,@IMcp1,1959-11-23,GU
2013-01-08 01:51:26,88,tNb9yQYQ,@F045SEm,1949-07-11,CX
2013-01-09 05:54:45,1069,07CYatw78Bf,@Ggs5OxaXi,1989-03-14,HM
2013-01-09 09:30:33,1815,j8d2xUcpY,@E2hJQ5CK,1988-11-28,DE
2013-01-09 20:14:56,1378,VBFviy1,@xFW2UKx,1994-08-09,DO
2013-01-11 11:26:46,520,vjEoofH,@4USHzKBI,1995-11-13,NF
2013-01-12 01:09:22,1258,beTqmJP6,@uc5cj,1985-11-02,BM
2013-01-12 12:11:54,596,RQ9kM34HUS,@G7SzI,1963-08-11,HK
2013-01-13 21:25:21,625,1OXJzu2dEl,@fhn8u3E,1960-01-26,CR
2013-01-14 02:31:20,855,EJyFqecd,@8rjTjd,1948-04-01,PS
2013-01-14 20:55:55,1365,uxvzIf,@NtJUjHLd,1967-02-05,RS
2013-01-15 16:42:17,2229,YHxb6JJ,@VSeWc,1968-09-09,GE
2013-01-17 01:39:54,708,W4uiGeiAt,@mWVWo,1972-09-25,RS
2013-01-17 10:10:01,2302,5E23LbU7mK,@ztSJO8YI5,1978-12-06,GH
2013-01-18 09:09:41,1041,6BdpS0V9,@vhNuZ,1964-09-28,TW
2013-01-18 13:15:59,1215,QPIqdFbG,@j3obY,1983-06-11,SI
2013-01-18 15:40:11,1698,0mJl9Ni1w,@09i4MogU,1992-09-22,YT
2013-01-19 19:17:20,2263,DqKYdToO1,@v9dIWARE,1977-02-02,SR
2013-01-19 19:41:50,1406,UBIlLXu,@TZaS270f,1975-01-29,TG
2013-01-20 18:08:27,1770,a7kCjy,@CcSN2,1996-10-05,WS
2013-01-20 19:25:27,1573,NA8Jmvqawj,@FvbHAyBp,1947-11-22,MG
2013-01-21 13:06:17,2070,wJCB4HQBGf3,@I0Z1zbh,1958-08-27,EH
2013-01-22 02:31:46,309,i0FaMXAp39D,@GFMULxp,1973-09-07,TP
2013-01-22 05:30:59,225,UcwOb5JkS,@Fg0iA7j,1992-01-03,BJ
2013-01-22 09:24:55,1662,Zb33RFlo3bV,@URu3np,1976-06-06,SY
2013-01-22 11:34:57,890,DRjt93ET8G,@hJ5wTo,1966-09-03,NE
2013-01-23 09:55:50,1501,I9PcL8,@nsNNjW,1957-11-24,UM
2013-01-23 10:22:00,876,DUIlJHQ,@kYlycCO8P,1986-02-26,BE
2013-01-24 00:45:25,1849,JVjI4sMK3j,@pwv69ab,1993-05-04,GN
2013-01-24 13:49:43,2167,WnpcZ0,@ahduoz,1981-10-09,CV
2013-01-24 17:33:23,367,IsLEpBR4,@JwMG7dMs,1987-04-11,CK
2013-01-25 02:15:11,736,MWN8aZfCW,@f218GMRD,1948-11-09,SV
2013-01-27 09:14:11,1735,nUs21m,@UHbqJg5b,1981-06-20,SD
2013-01-27 16:18:22,1795,pAFRXJAX,@faRfl70VD,1977-06-21,VC
2013-01-27 17:00:27,1679,5XI7Rs,@exVU3A,1990-05-28,LC
2013-01-28 01:49:39,272,fChJr9Y,@aitAVg,1991-01-08,AO
2013-01-28 12:49:11,2250,Fhy622HbgAm,@4bkYkoW,1987-08-09,FM
2013-01-28 16:00:29,1644,odOtFVD,@yu6un,1957-06-26,TG
2013-01-28 19:28:52,1245,mTgoqnwVOH,@bpo4znzYV,1982-06-15,ST
2013-01-29 09:52:15,1039,XGJFP88wo,@ueShL,1988-04-27,CK
2013-01-29 10:09:41,1239,TLkPleqiuPM,@xu3C1G3,1975-11-20,HR
2013-01-30 00:24:25,789,6a4nKlNoT,@ox5ksu5WJ,1984-01-31,CV
2013-01-31 19:46:39,286,INoL4kS,@AuRdNg,1991-09-24,DE
2013-02-01 13:50:32,1168,AC66x5,@7Qntr,1961-11-01,BW
2013-02-02 14:33:40,678,EkQpDTIY,@RdDT7nbS,1986-06-14,BM
2013-02-02 17:18:00,1037,E4Wja2OBIwC,@77o3N9Xd9,1985-11-22,FR
2013-02-03 04:15:13,2140,I0MMd95Osc,@LvqIz4yg,1975-12-06,BY
2013-02-03 07:37:57,1437,G5yj3fj,@65LMHe8X,1947-03-02,NE
2013-02-03 08:27:19,1010,FcdQueLhVM0,@cGkzbk9,1972-03-14,MT
2013-02-03 18:15:54,1237,hONFKgvIC,@muSVPkdC,1976-07-10,KZ
2013-02-03 22:42:44,57,3ZJ5ZGeP,@sHIBe2t,1997-05-27,TT
2013-02-04 19:58:27,532,3K8gAQBt,@hmGeU,1990-10-30,SO
2013-02-05 06:58:42,2104,Bftpdv91Jnt,@stkK6,1994-10-01,ZW
2013-02-05 09:56:17,1019,1YVSfzkO18G,@cBU4EI8ZD,1992-01-07,SD
2013-02-05 18:25:27,2315,nl8vdNUKpu,@CDFvW,1966-07-06,KN
2013-02-05 19:38:19,2321,ePItYFqp,@K3VoJIz,1986-12-04,GT
2013-02-06 17:58:37,1118,dEYcsm2f,@FkDAF3748,1987-03-23,PG
2013-02-06 19:00:57,1463,0sQejaD,@NsKZJMZtq,1996-05-17,MS
2013-02-07 02:08:43,994,0arDGG,@YEMA47ku,1951-05-13,LU
2013-02-08 01:10:50,436,jk05zIMmsmz,@uYSz9isY,1984-12-30,AO
2013-02-10 02:29:29,1923,VYDrYu,@nJUf4WJwt,1965-10-15,NI
2013-02-10 02:32:38,1534,2snUBjtHH,@6ltPq,1947-03-19,CF
2013-02-12 15:56:31,2226,K2OZzNP,@93puy,1946-10-04,SM
2013-02-13 12:23:58,2218,JpAf6mA7VZ,@9WVcd,1951-05-15,FK
2013-02-14 05:14:14,25,nCbAxXa,@PPchuezO,1971-04-24,VE
2013-02-15 12:11:02,1180,KlqBraTUb6x,@L1Jsrqh,1978-07-14,LA
2013-02-15 23:48:15,420,yCBAqDJK2b,@uFLdCP3,1961-08-12,LK
2013-02-16 17:51:36,1593,3oFBpXKT8A,@GFpYMU,1989-02-02,GS
2013-02-16 22:11:55,2024,AKdLFH,@9Llgb3,1966-01-09,TH
2013-02-18 04:34:55,2249,0LxnM11V,@eF3gHm,1968-06-06,BT
2013-02-18 08:40:34,1953,jrN5dmuHhSU,@K87x0dfm,1992-05-09,PE
2013-02-18 09:43:00,527,yo2JcWg,@rpTs7w,1962-07-30,KE
2013-02-18 18:56:53,1301,SAvl2u0hL,@ybTAMRd,1965-01-08,SL
2013-02-18 23:06:56,1472,TfGbNl,@G8GE83f,1983-01-24,LA
2013-02-19 01:20:22,2004,7MG33VcgGi,@H3wWaB,1979-03-27,NU
2013-02-20 07:46:00,2239,RbM0CWKTLy,@lzsZ7gQ5,1990-07-07,CF
2013-02-20 11:05:12,1382,MSL2w4,@Xdtp1lU,1987-01-08,PT
2013-02-22 01:55:54,928,CEC00e,@wm1Vx3Ng,1957-12-31,LI
2013-02-22 16:41:12,190,KtqybqPnY5,@K5gp9KFo,1995-06-09,BE
2013-02-22 22:07:43,245,8pcTxi7Rx,@iuGWv6SVa,1989-07-18,BS
2013-02-23 03:12:23,878,doTvGjhR8,@rsNl7,1985-12-31,ES
2013-02-23 09:24:37,356,irQMqS1UPXx,@jezHS,1996-06-30,JO
2013-02-24 08:09:17,243,RPFQTEx7,@dev466F,1997-03-24,BV
2013-02-24 08:22:15,1885,kkHDhdTL,@W58ogvc,1986-03-11,NU
2013-02-25 00:07:05,597,D7lRj4E2b36,@nRZuL,1961-08-06,MQ
2013-02-25 05:15:47,600,gZ9h2K1rP,@PNkdC,1966-04-30,SO
2013-02-25 08:30:07,728,rnp9exmfH69,@tMrbvt0,1954-08-15,LU
2013-02-25 13:50:26,703,yu505fcyo6W,@YzG1uf4,1989-07-19,SH
2013-02-26 12:25:29,734,zcAYEb,@UARxRrv,1973-11-17,CF
2013-02-27 02:06:06,475,W4velSk6Ap,@nMS3ez8NM,1983-04-22,GS
2013-02-27 19:41:01,1561,PPJfLQ,@nAJ05,1994-04-11,DZ
2013-02-28 01:59:07,321,S3RhPpN,@SQ9Dlfq,1997-09-13,IN
2013-02-28 11:53:08,226,Kda5bYZTIRP,@IN4uJJ4xA,1947-05-28,SL
2013-02-28 14:47:40,564,ctCoz40605,@QeaYi,1981-05-01,QA
2013-03-01 06:12:46,14,Kgop1lAALl,@tbXNj,1993-11-25,RO
2013-03-01 15:17:30,1033,ACNfl3SR,@APhIQz,1974-03-09,GB
2013-03-01 21:58:38,1305,DLJwyqN,@ZpeoH2Gl6,1954-08-07,LV
2013-03-03 03:36:28,996,alyjDSOmVR7,@dSg3ef3gW,1997-01-07,TG
2013-03-04 12:03:15,2236,oClrBMPnNG,@FMRe7r,1957-09-20,SI
2013-03-06 11:24:20,791,QUTqnEDm,@YUkkX,1995-09-27,AE
2013-03-07 00:16:10,2280,vLI64U1buWQ,@hjoK2PY,1978-12-27,IL
2013-03-07 04:43:49,914,JD6qrpCs,@Dpg9UexC,1989-03-22,WF
2013-03-07 05:52:07,585,mrP1WThMB7,@U2ljTdX,1983-07-29,BB
2013-03-07 14:40:12,2225,lG94T4rnaiL,@zsb4o,1963-05-08,CC
2013-03-08 03:53:21,397,KWchBDEZ,@tpQ8lB,1974-02-07,SN
2013-03-08 04:32:02,472,UiI3EG3n,@UZ0orC,1966-02-12,BD
2013-03-08 14:59:35,565,zundHJEB,@v3hFDj9W,1952-12-18,NA
2013-03-08 15:57:22,823,0sV1KwP,@TKwbG,1982-08-23,ES
2013-03-08 22:17:10,1355,vpEqIK1,@ZrFL7ZEE,1985-12-06,HN
2013-03-09 06:53:26,325,jVqbSqKnn,@BZmoFRO3t,1975-10-02,CM
2013-03-10 18:31:26,2076,pHungimSgv,@81629,1980-10-03,BM
2013-03-10 22:04:37,2013,Dzc0wP6lkK5,@FkGkUP1qt,1996-05-25,DZ
2013-03-11 07:29:15,1350,AmGENpXufon,@BKU1Oa84o,1996-04-15,SO
2013-03-11 08:30:54,492,G5x4x1AWGH,@nuoPZKv,1990-03-10,AR
2013-03-11 20:37:24,76,xpBqL8,@XalVJEfjX,1961-05-17,DM
2013-03-12 06:51:39,89,h9nNjh,@0KB9fPkk,1982-10-14,VN
2013-03-12 12:03:57,856,5yEFrj0,@zjnVF9go,1989-09-26,CD
2013-03-12 15:00:39,824,UvyC2A9YO5V,@poPgm6c,1987-04-07,LA
2013-03-12 16:10:42,1836,kIzR1Hshhhu,@QkGebP,1993-09-25,BA
2013-03-12 16:53:21,402,sKcqYiW4do,@d0pokt,1993-10-17,KR
2013-03-12 20:44:32,805,DWNXLB,@uXdil,1957-01-19,NC
2013-03-13 08:49:22,1412,x4aFMw,@CgqXAM7B,1970-04-04,MH
2013-03-13 12:11:02,1543,pQX3IE98d,@a0ehpQg,1954-01-07,CR
2013-03-13 22:59:11,571,aoCTezUtOr,@46EJ2xze,1994-12-20,LY
2013-03-14 18:28:20,350,LFmDr0,@mGaGoDUw,1990-07-03,LY
2013-03-16 01:40:49,1700,PGVw6cmpB,@LvgyORU,1997-12-29,PH
2013-03-16 08:10:14,1686,zHndJTfGr,@sljJp,1965-09-28,CZ
2013-03-18 17:48:37,2235,IaSnYlN2km,@u7Avkv,1975-09-18,UG
2013-03-18 23:15:39,1803,SKey4Z,@E17Sr,1986-04-09,CU
2013-03-18 23:19:59,2,vk2cY6jSeQP,@7O77pO,1982-02-21,PE
2013-03-20 03:36:20,2138,9w7GoNq,@ax3Gw4Rmy,1976-09-10,PL
2013-03-20 22:18:01,1933,Mbq6pbkdj,@9f8jMVzT9,1965-01-19,LC
2013-03-21 04:00:20,2253,zDfFjlCBU,@RnofW1xF,1982-11-01,IS
2013-03-21 05:31:14,1345,1dt5QrJb0,@wGCLG5W,1948-03-01,MD
2013-03-21 09:42:13,1348,j8QckYvmgS,@bnTSg4g,1978-01-17,TG
2013-03-21 12:39:23,473,tcQGWHgjmi,@XAioyG,1967-10-06,PY
2013-03-22 01:11:10,861,01hRCMOSWz,@ZbZAytu,1987-07-28,SB
2013-03-22 17:33:02,660,3gh14VA1tN,@PDFbGGr,1953-02-12,CY
2013-03-22 17:37:46,37,qUVC2h,@5LPoHF70n,1960-10-15,PT
2013-03-23 04:13:54,792,OyozDkT,@A91m2n0ka,1987-11-29,YT
2013-03-23 10:19:17,992,qBaBqIYc0tH,@LXtRSOI,1976-08-08,MM
2013-03-23 17:31:56,347,Dgw5mpSt,@Xk4jZ,1994-12-02,VC
2013-03-24 04:32:06,1126,sdxjzAH,@XQ7LbG3t,1986-01-28,IN
2013-03-24 09:03:21,466,zVWpj5hG,@KVKLhLFv3,1983-12-25,MK
2013-03-25 03:40:38,465,XimZ1y,@np9A7o,1947-01-06,PF
2013-03-25 06:50:30,2387,xIZyvAd,@wG7Nm,1974-12-27,GU
2013-03-25 08:33:58,631,mXICEOt,@o3gCZoM,1964-09-04,SD
2013-03-26 14:43:24,1688,12QZDgoAt4,@tzpUKH,1985-05-01,LA
2013-03-27 11:25:50,1204,fQU9bxByo,@0QBXQhAS,1988-05-31,BV
2013-03-28 15:49:59,1779,FV3aEj,@7fCSo,1985-03-14,EG
2013-03-28 19:56:25,1756,svzYESsBqtm,@KjGZlHreF,1995-08-30,MD
2013-03-29 06:56:38,995,J5kQbmofcSO,@2UBftGy,1996-10-29,MO
2013-03-29 10:13:22,35,lvrs3U,@SaSHboyM2,1984-10-25,SR
2013-03-29 20:52:47,717,r08iYrQi6Rw,@9edNwuvb,1989-07-28,HT
2013-03-30 05:52:28,1784,aUhJF7Z,@JJWOFe2,1953-05-07,GQ
2013-03-30 10:21:26,353,spY1o0,@Wdj4u4,1981-02-15,MP
2013-03-30 20:19:35,2168,0SYvzhQr,@pOyvAT,1975-09-25,NC
2013-03-31 02:52:20,1116,iv8NgUQ8,@kvwvCWAbt,1966-02-02,PY
2013-04-01 00:17:49,674,5ZLDaP8,@YJCzL726E,1969-03-04,LC
2013-04-01 03:43:34,665,okRpxyjz,@u76Di3fj,1985-07-22,GQ
2013-04-02 13:19:39,1911,FonjSnyN7,@5QW5T,1994-01-24,TZ
2013-04-02 22:05:26,66,F6ZeHtJKWZc,@OuvqtdWR,1949-03-16,SA
2013-04-04 00:10:13,239,qQzRxCsZwX9,@shv2vWsJ,1995-10-23,CO
2013-04-04 04:53:49,2388,SP67Pry,@0Za771cOj,1995-12-19,TJ
2013-04-04 10:24:55,1227,31xQWol,@B2NULvHeU,1992-03-11,RW
2013-04-04 14:55:00,2019,Yrgc9LR,@aow3ti4Ly,1989-09-05,PM
2013-04-05 20:25:01,2275,WAmMDnYZv4,@DC7puY5v,1983-03-26,IS
2013-04-05 23:12:56,1719,l4WtuUR,@MqnBExK,1980-11-20,CF
2013-04-06 01:13:33,1918,W2pmywv,@qIVL0kM,1957-05-19,SY
2013-04-06 02:54:46,276,nqqsfgK,@El3Iw,1969-07-11,MA
2013-04-07 15:39:25,835,qtM5nk5Wt,@Fj5s1Mb9,1991-03-02,LT
2013-04-07 16:42:17,874,2QgRdE90dvu,@MHn53aEsZ,1994-10-19,OM
2013-04-08 06:13:50,921,okPA9oNbQx,@23DG37,1994-06-11,SV
2013-04-09 04:37:47,1896,jO4mjrIt6WD,@PBSonaJG,1952-11-22,AM
2013-04-09 07:39:25,2370,r3Dy4FDu,@qDR0aL,1988-08-12,CN
2013-04-09 10:03:01,1188,K1OPoGMl3,@tHvcJ,1969-02-27,NE
2013-04-09 11:37:28,1369,kN3kft9scb4,@eGfRlqVlk,1959-05-25,PL
2013-04-10 08:35:11,2198,rkmlxn8XuC,@8ozexZ,1947-07-08,MS
2013-04-11 18:34:57,1086,ouvnklmDBJ,@LOF96kQA2,1974-07-21,SI
2013-04-12 19:44:16,1420,AQDTPvn,@Lze2lNFPs,1951-11-20,FR
2013-04-13 02:30:48,970,SryPRAhkq,@xcJ8M59d,1957-10-19,TZ
2013-04-13 18:49:44,1945,JvnWzE,@dApYoW,1971-09-23,MS
2013-04-15 23:59:51,2088,MYBllX,@QmbQT,1946-11-12,CL
2013-04-16 03:16:16,1921,5OI5yWzEiT,@rRIdVCn,1970-07-24,WS
2013-04-17 22:02:44,884,wAkP1jIgX,@ZZnGcp,1968-08-01,PS
2013-04-19 04:45:06,1919,0YdwYMrT,@h0QCZI5Hx,1994-07-14,AW
2013-04-19 17:16:00,374,EWu01t6ikN,@417kp,1972-10-14,DJ
2013-04-20 03:55:51,1030,ph76pXb9f,@r0FFb7Ki,1969-06-25,AG
2013-04-20 12:40:52,819,xtzD469v,@RempL28,1979-11-02,AR
2013-04-20 20:33:14,1771,nwCztE1PHU8,@p2jeJDO,1972-10-06,GY
2013-04-21 04:28:52,1646,4x4PqndbpoK,@E1TaIshs,1985-07-21,BG
2013-04-21 13:26:00,539,EvMJw1,@rNP74,1977-11-15,DK
2013-04-21 21:06:04,275,nK5kgxkF,@cjHP3x8,1977-05-15,VE
2013-04-21 23:29:37,1537,fNdhsfME,@4G7E5kz,1963-05-29,CC
2013-04-23 11:47:11,839,ez81xy,@KPIrxSk,1971-07-14,NI
2013-04-23 19:04:15,1843,iUtguIzSP8Q,@g8V5m3D,1976-01-17,SN
2013-04-24 07:13:52,394,Fh6Xx0s2L,@NwriW,1954-06-18,TJ
2013-04-24 10:05:29,1216,NiwHlgE8Lh6,@xvLRXg5,1997-01-09,LA
2013-04-24 15:06:40,2077,Lvibko5911,@Dy09d5V7,1993-05-19,BM
2013-04-24 20:56:41,2156,HFP75OpN5,@LbrtVwd5,1980-07-04,AL
2013-04-25 23:16:12,1705,VATiY88JXQo,@CcD6j9f5Q,1949-11-30,US
2013-04-25 23:24:12,126,bDnsZIi3,@YirgIwRa,1966-01-21,KM
2013-04-26 13:08:32,2000,QD8jh5cWd,@Kj79PG7,1995-08-11,IS
2013-04-27 10:55:46,988,PkpjHAmNh,@nGEXrEER,1957-12-29,DM
2013-04-27 21:42:01,255,II8WwqA9,@VWKbC,1995-10-06,KN
2013-04-28 01:39:02,1332,XH2kea,@Oliqt9N,1992-08-21,ES
2013-04-29 04:03:36,1749,TtUs2s,@80750aG2,1969-09-25,RE
2013-04-29 19:37:44,2340,EB5Bzj,@IbodIpjk,1989-01-11,GL
2013-04-30 02:35:07,1453,17TD3Ib0k,@ikmZ82,1993-12-01,PK
2013-04-30 12:16:40,2389,U0mTMwAG4J,@nxS820,1983-12-12,HK
2013-04-30 21:14:13,1144,PGekqx6,@kdxqCH,1968-09-09,GN
2013-05-01 07:24:16,104,t9wEtAd,@6FhlMpD7I,1961-07-07,SN
2013-05-02 02:32:49,900,Xk5IRad0TW,@RxXvik,1997-07-05,PW
2013-05-02 11:05:21,743,PzmXP9zO,@Sr0YQN,1975-07-18,BV
2013-05-03 03:01:33,2281,0lpR1NYN,@KZLVKf,1993-01-24,ZM
2013-05-03 17:27:38,1025,BjsULWmq,@qsDthk6K,1993-09-23,KY
2013-05-03 19:40:10,1476,WniugKx,@HLFn1HthI,1995-03-19,GL
2013-05-04 13:30:39,137,8xZUruB2,@7rSnSVmZd,1990-03-29,GQ
2013-05-05 09:41:38,1226,rJ9QfLMt,@VC48n,1967-02-08,RU
2013-05-06 07:37:15,1407,kzf7BSE,@Jqn61Zi,1983-06-14,QA
2013-05-07 07:27:03,554,NEXGSCEg,@h9GP8Nekf,1954-03-07,PA
2013-05-07 08:07:52,141,aDY1xnFgSj,@0JNCGE7,1991-03-18,BF
2013-05-07 13:06:01,461,RnseGo,@cXSWy,1980-06-27,SK
2013-05-07 17:21:51,280,4WHTGqxRvZz,@oQMAO7I,1995-11-17,ZW
2013-05-08 01:49:31,1525,FxNhpi,@Go6FPH9fv,1993-11-20,AZ
2013-05-10 19:19:28,2181,q2DKxzg,@WqFmCK,1985-08-27,MA
2013-05-10 19:50:17,117,Jw9xPebeXC8,@N7BPAV2,1978-05-19,UA
2013-05-10 21:09:58,1090,NfoN99c0Tha,@ZKJLuRTe,1989-05-22,GY
2013-05-11 10:17:13,1829,Ojxm1kVWj,@YbMoo,1974-10-08,JO
2013-05-11 10:44:26,2217,TKxVXmRr9,@kLv4fyF,1992-09-06,TO
2013-05-11 12:30:26,486,4sVqXKMxD1Z,@84X8LBvBq,1994-07-19,KM
2013-05-11 23:00:59,2201,8efiGjzq0,@A800Byv7i,1995-05-19,EH
2013-05-12 03:34:51,2015,4U4DrfuU,@C1LM4,1947-07-31,PE
2013-05-12 16:42:13,1856,v0v27RpoeVV,@IGpPv,1973-07-28,TZ
2013-05-13 01:04:59,299,YdHo8d9I,@rGroGd,1969-01-05,DZ
2013-05-13 01:45:41,1441,FtteStZ,@T7iVLyqy,1958-08-05,PF
2013-05-13 03:33:55,647,qTFRH2,@zXRY0hZ,1974-09-06,TF
2013-05-13 20:36:44,1536,yq5n6ing67,@hqgTf,1956-01-16,KH
2013-05-15 20:46:28,113,ypn8EccV35,@J7aao3SD7,1955-01-29,ZA
2013-05-16 03:54:34,1816,PTlk6ve,@rfiHYK,1963-02-11,ET
2013-05-17 06:37:36,1155,v1HpdjZtQ,@3WvnUknCB,1949-01-06,GL
2013-05-18 05:56:33,1372,HtNbgFJlegy,@shWpLYW6,1968-02-05,TR
2013-05-18 09:00:58,1915,dKtdcEiBWQ,@gPvcKJeTj,1987-10-17,DO
2013-05-18 23:58:48,484,Z8olNh,@CyA51,1963-11-01,PN
2013-05-19 19:06:51,1773,aJ0QjvKvL,@4hrGoOaqY,1985-04-05,MX
2013-05-19 20:03:38,586,4fhepjt,@jq84Mafp,1993-11-10,TV
2013-05-20 01:14:14,2244,T3uDxNr,@M96Fx,1962-06-24,GS
2013-05-20 02:59:36,105,JgZl20MRTgD,@Xq7AICMI,1991-11-18,LS
2013-05-20 21:20:39,281,4DYij7O,@oljnjwmPm,1985-04-06,BO
2013-05-20 21:46:35,897,e54WEAK,@c7wxoo,1956-03-08,SB
2013-05-20 23:53:54,94,72zMvHOfF70,@0RnC7,1964-12-03,HM
2013-05-21 16:02:53,1267,ZHlskj5jQZx,@xq85KSjr,1991-11-12,CG
2013-05-22 09:46:29,1119,yZnpOyiXPp,@wI9mg,1998-05-22,FR
2013-05-22 23:49:49,853,Ht5mzKEa57d,@NcDrg5,1946-08-25,ET
2013-05-23 15:57:56,547,BaLxUvpS,@JrgDz9YXS,1992-11-21,KW
2013-05-23 19:31:46,476,QptRnXrZQS,@SThcp2Zln,1983-06-14,VI
2013-05-24 15:30:23,685,id04WjHue,@CW0Pm8,1969-10-01,PM
2013-05-25 01:48:53,265,rXbXbt31nX,@V656nZs7,1996-11-07,SE
2013-05-25 13:18:50,2061,pUwVaxk,@L7TW7,1949-04-20,DE
2013-05-26 01:18:21,1733,hKz8FERcoPY,@CicGU,1986-12-11,LU
2013-05-26 01:29:44,834,cbOiLvr,@2nXx7Kv,1981-04-09,DO
2013-05-27 19:02:58,1968,zm1Jr1gI1,@eTGbQ,1951-04-10,BB
2013-05-29 05:43:23,1259,OceNro,@PF7se,1947-05-25,CR
2013-05-29 06:15:56,1224,nIsbUNk2PYP,@5fUTJpN4,1986-02-23,AQ
2013-05-29 09:03:15,1838,J2G1UbE,@J67ie8FN,1976-09-27,LS
2013-05-29 14:05:43,2022,xlVf8nya,@vVZKPSy,1978-12-20,EC
2013-05-30 12:40:36,1254,nTaeQ9Pch8j,@6in7mRb,1988-01-07,NI
2013-05-31 07:23:21,2211,CvijrOubvR,@HDnTKN0,1975-04-01,IE
2013-06-02 07:52:29,2171,4lGgEuDi,@slcelyT,1957-05-06,NP
2013-06-03 06:26:49,453,exvXUu,@rjFjfWA,1969-02-16,SO
2013-06-04 01:00:23,1762,iJkNAkVqe,@5iAGEAe6u,1987-06-05,NL
2013-06-04 02:04:55,2268,lQ7j3YeFh84,@kYp5rNUt,1976-03-13,BR
2013-06-05 17:24:14,2359,1gxpFQL,@W49HTfLc,1984-02-02,GB
2013-06-06 10:34:35,1730,AR4lAt,@10CU4qb,1992-06-22,GF
2013-06-07 11:28:48,2056,0c37hHeHR,@q5D72,1948-06-19,SH
2013-06-07 19:21:46,1891,KWtslrZ25,@T1Tl3etb3,1990-12-10,NA
2013-06-08 15:58:33,518,dui0qxE,@7PTvD7P,1993-08-11,ZA
2013-06-09 02:45:53,829,gIOu0llKG,@0OObVJIw,1996-07-05,NA
2013-06-10 00:19:13,2372,H4xqsFQixm,@Q5IQdZ,1973-04-16,RO
